name_file,name_ref,nb_members,aln_len,ref_len,coverage,percent_id,global_quality,rmsd_max,rmsd_mean,rmsd_std,X50%,X80%,X85%,X90%,X95%,X99%,X%var_1st,col_1st,ref_coverage,ref_percent_id,ref_global_quality,ref_rmsd_max,ref_rmsd_mean,ref_rmsd_std,ref_50%,ref_80%,ref_85%,ref_90%,ref_95%,ref_99%,ref_%var_1st,ref_col_1st,X50%_norm,X80%_norm,X85%_norm,X90%_norm,X95%_norm,X99%_norm,X%var_1st_norm,col_1st_norm,ref_50%_norm,ref_80%_norm,ref_85%_norm,ref_90%_norm,ref_95%_norm,ref_99%_norm,ref_%var_1st_norm,ref_col_1st_norm
1O6SB_3FF7B,3FF7B,13,108,98,0.926,0.9,0.845,3.169,1.146,0.798,1,2,2,3,5,8,0.574,0.488,1,0.951,0.926,3.169,1.67,0.556,1,1,2,2,2,5,0.806,0.139,1,3,4,5,7,10,0.534,0.84,1,2,3,4,6,9,0.541,0.954
3A60A_3WF7A,3WF7A,24,334,289,0.778,0.842,0.742,6.167,2.498,2.197,1,1,1,2,5,12,0.876,0.067,0.9,0.923,0.884,6.131,2.136,1.872,1,1,2,2,4,11,0.823,0.083,2,5,7,9,13,19,0.494,0.734,2,4,5,7,10,17,0.454,0.863
4O8LA_4O8LD,4O8LD,11,175,169,0.949,0.941,0.912,5.915,2.625,1.471,2,2,3,3,5,8,0.443,0.279,0.982,0.966,0.95,5.915,4.706,1.444,1,1,2,2,3,6,0.823,0.096,1,3,4,5,6,9,0.536,0.886,2,2,3,3,5,8,0.465,0.911
3T91A_3T91B,3T91B,5,230,219,0.878,0.929,0.89,13.21,5.698,6.015,1,1,1,1,1,2,0.984,0.239,0.922,0.947,0.921,12.83,3.762,5.236,1,1,1,1,1,1,0.99,0.234,1,1,1,2,3,4,0.893,0.951,1,1,1,2,3,4,0.886,0.958
1J9IA_7LW0E,7LW0E,11,72,56,0.778,0.781,0.671,4.721,1.727,1.132,1,2,2,3,3,5,0.646,0.271,1,0.992,0.988,3.387,1.501,1.052,1,1,2,2,3,5,0.83,0.309,1,3,3,3,4,5,0.583,0.782,1,2,3,3,4,5,0.665,0.957
3G36A_7UD5P,7UD5P,24,58,52,0.845,0.838,0.757,3.88,0.995,1.055,1,2,3,4,5,12,0.702,0.696,0.942,0.934,0.901,3.88,3.38,0.339,1,1,1,1,2,7,0.935,0.709,1,4,4,5,7,12,0.521,0.876,1,1,2,3,4,8,0.806,0.943
1OGKA_1OGLA,1OGLA,5,248,246,0.895,0.946,0.915,3.878,2.15,1.302,1,1,1,2,2,3,0.859,0.549,0.902,0.946,0.919,3.878,3.123,1.193,1,1,1,1,1,2,0.966,0.425,1,2,2,2,3,4,0.786,0.957,1,1,2,2,3,4,0.823,0.969
3BEOA_8AHEB,8AHEB,6,375,369,0.984,0.985,0.978,4.83,2.704,1.882,1,1,1,1,1,2,0.97,0.547,1,1,1,4.784,2.41,1.963,1,1,1,1,1,2,0.972,0.539,1,1,1,2,2,3,0.851,0.97,1,1,1,2,2,3,0.855,0.982
6RWLA_6RWLB,6RWLB,8,274,252,0.905,0.937,0.898,17.21,9.908,8.375,1,1,1,1,1,1,1,0.539,0.984,0.986,0.979,17.21,9.93,8.357,1,1,1,1,1,1,1,0.586,1,1,1,1,2,5,0.939,0.902,1,1,1,1,1,3,0.963,0.981
5M28A_5MKBA,5MKBA,13,378,373,0.984,0.986,0.978,2.534,1.325,1.009,1,1,1,1,1,3,0.967,0.733,0.997,0.999,0.998,2.366,1.079,1.025,1,1,1,1,1,3,0.976,0.73,1,1,2,2,4,8,0.847,0.979,1,1,1,2,4,8,0.86,0.981
2OAUA_8DDJC,8DDJC,67,281,280,0.904,0.911,0.865,8.963,3.584,2.971,1,1,1,2,3,8,0.89,0.403,0.907,0.911,0.867,7.859,3.049,2.603,1,1,1,2,2,6,0.871,0.36,1,2,3,4,6,16,0.652,0.892,1,2,2,3,5,13,0.638,0.885
4IYHA_4J7KB,4J7KB,28,93,93,0.86,0.87,0.804,4.728,2.606,1.721,1,1,1,2,3,10,0.863,0.703,0.86,0.87,0.804,4.525,2.561,1.471,1,1,2,2,3,10,0.815,0.708,1,2,2,3,6,12,0.756,0.851,1,2,2,3,5,11,0.732,0.849
1JN0A_7Q54R,7Q54R,108,378,336,0.889,0.811,0.703,3.202,1.048,0.532,3,13,17,22,31,49,0.324,0.674,1,0.885,0.828,2.013,1.665,0.217,1,1,2,4,12,32,0.823,0.588,4,15,19,23,31,47,0.281,0.785,1,6,10,15,23,38,0.578,0.943
1NKNA_1NKNB,1NKNB,10,88,76,0.841,0.876,0.809,2.588,1.59,0.524,2,3,3,4,5,7,0.465,0.56,0.974,0.987,0.981,2.588,2.226,0.335,1,1,2,2,3,5,0.82,0.339,2,3,4,4,6,8,0.39,0.77,1,3,3,3,4,7,0.599,0.925
5LB7A_5OW5C,5OW5C,7,172,165,0.884,0.908,0.856,19.17,9.323,8.766,1,1,1,1,1,4,0.971,0.693,0.921,0.93,0.895,18.97,6.979,8.471,1,1,1,1,1,1,0.991,0.703,1,1,1,1,2,4,0.918,0.937,1,1,1,1,2,4,0.93,0.961
3S6GA_3S7YA,3S7YA,14,436,436,0.989,0.977,0.966,4.291,2.208,1.036,1,3,3,4,5,9,0.616,0.662,0.989,0.977,0.966,4.291,3.58,0.593,1,1,1,2,3,6,0.891,0.677,1,3,4,5,6,10,0.537,0.9,1,2,2,3,4,8,0.765,0.962
5O5OA_5O5OB,5O5OB,16,286,261,0.916,0.923,0.877,16.42,9.437,7.025,1,1,1,1,2,6,0.94,0.68,0.985,0.966,0.949,16.42,9.763,7.083,1,1,1,1,1,3,0.963,0.716,1,2,2,3,4,11,0.793,0.916,1,1,2,2,3,9,0.841,0.976
8A8UA_8A8WF,8A8WF,18,588,552,0.94,0.964,0.937,4.91,2.852,1.737,1,2,2,2,3,6,0.716,0.745,0.975,0.976,0.964,4.494,3.783,1.248,1,1,2,2,2,4,0.848,0.698,1,2,2,3,4,12,0.616,0.92,1,2,2,2,3,8,0.706,0.949
1ULZA_7KCTA,7KCTA,7,453,453,0.996,0.939,0.909,6.099,3.375,1.951,1,1,1,1,1,3,0.965,0.257,0.996,0.939,0.909,6.026,3.6,2.257,1,1,1,1,1,3,0.975,0.261,1,2,2,3,4,6,0.725,0.967,1,2,2,2,3,5,0.789,0.974
1J55A_1J55A,1J55A,5,95,88,0.926,0.946,0.919,3.726,2.648,1.468,1,2,2,2,2,3,0.721,0.454,1,0.98,0.969,3.677,2.104,1.558,1,1,2,2,2,3,0.804,0.431,1,2,2,2,3,3,0.621,0.945,1,2,2,2,3,3,0.656,0.959
5I0HA_5I0HB,5I0HB,5,784,723,0.852,0.907,0.861,9.429,4.386,4.062,1,1,1,1,1,2,0.974,0.256,0.924,0.969,0.954,9.362,3.05,3.649,1,1,1,1,1,3,0.97,0.271,1,1,2,2,3,4,0.838,0.85,1,1,2,2,3,4,0.837,0.909
3JAGjj_7A09J,7A09J,10,595,576,0.953,0.967,0.95,12.35,6.228,5.488,1,1,1,1,1,3,0.977,0.313,0.984,0.991,0.987,12.13,9.624,4.409,1,1,1,1,1,1,0.99,0.319,1,1,2,3,4,7,0.81,0.942,1,1,1,2,4,6,0.872,0.978
3LH4A_3LH4A,3LH4A,6,116,115,0.948,0.841,0.757,22.04,12.026,10.283,1,1,1,1,1,2,0.986,0.777,0.957,0.838,0.757,21.99,17.409,8.417,1,1,1,1,1,1,0.991,0.779,1,1,2,2,3,4,0.845,0.935,1,1,1,1,2,4,0.905,0.945
1BA3A_4G37A,4G37A,15,550,533,0.971,0.967,0.945,10.05,4.859,3.47,1,2,2,2,2,6,0.662,0.241,0.996,0.978,0.968,9.969,8.541,2.383,1,1,1,2,2,4,0.88,0.216,1,2,2,3,4,9,0.587,0.925,1,2,2,2,3,7,0.647,0.951
3J9WAN_7ASPe,7ASPe,37,60,60,1,0.862,0.792,5.079,1.499,0.889,3,7,9,11,16,25,0.334,0.762,1,0.862,0.792,5.079,2.83,0.416,1,1,2,3,5,15,0.839,0.74,3,8,10,13,17,26,0.281,0.883,1,4,5,7,11,21,0.626,0.959
4MT8A_4MT8A,4MT8A,6,101,100,0.95,0.952,0.923,2.824,1.811,0.654,1,2,2,2,3,5,0.735,0.58,0.96,0.952,0.928,2.265,1.669,0.596,1,1,2,2,3,5,0.801,0.56,1,2,2,3,4,5,0.606,0.941,1,2,2,3,4,5,0.643,0.944
3J7OR_4V5ZBp,4V5ZBp,116,191,159,0.942,0.922,0.878,9.699,1.491,1.305,2,3,4,6,14,42,0.389,0.693,0.937,0.905,0.858,9.699,8.611,0.904,1,1,1,1,1,6,0.95,0.537,2,4,5,8,18,50,0.426,0.823,1,1,1,2,2,15,0.889,0.948
1PHTA_1PHTA,1PHTA,10,87,83,0.874,0.889,0.828,19.21,4.887,6.97,1,1,1,1,1,3,0.962,0.726,0.916,0.918,0.878,18.69,3.127,5.569,1,1,1,1,1,3,0.96,0.742,1,1,2,2,3,6,0.819,0.859,1,1,2,2,3,6,0.812,0.891
1YEWB_7S4JB,7S4JB,13,241,241,0.9,0.944,0.916,14.24,5.421,6.3,1,1,1,1,1,2,0.975,0.173,0.9,0.944,0.916,14.19,3.902,5.931,1,1,1,1,1,1,0.996,0.178,1,1,1,2,3,7,0.874,0.961,1,1,1,2,3,7,0.877,0.964
2DU9A_2EK5B,2EK5B,5,118,109,0.915,0.953,0.93,2.156,1.655,0.417,1,2,3,3,3,4,0.501,0.589,0.991,0.994,0.99,2.156,1.937,0.306,1,1,2,2,3,4,0.814,0.592,2,2,3,3,3,4,0.429,0.867,1,2,2,3,3,4,0.597,0.929
2ZV6A_2ZV6C,2ZV6C,5,376,350,0.926,0.952,0.921,6.182,2.092,2.114,1,1,1,1,2,3,0.91,0.053,0.994,0.995,0.993,1.657,1.033,0.611,1,1,1,1,2,4,0.918,0.555,1,2,2,3,4,4,0.755,0.939,1,2,2,3,4,4,0.766,0.966
1EYUA_3PVIB,3PVIB,19,158,156,0.968,0.969,0.954,3.412,1.811,0.996,1,2,2,3,5,11,0.779,0.489,0.981,0.982,0.973,3.395,1.738,1.095,1,1,2,3,4,9,0.84,0.493,1,3,4,5,8,14,0.587,0.926,1,3,3,4,7,13,0.648,0.951
6I3OA_6I3OA,6I3OA,10,631,593,0.945,0.969,0.953,3.733,1.849,1.137,1,2,3,3,4,7,0.665,0.609,0.997,0.993,0.99,3.733,3.452,0.275,1,1,1,1,2,4,0.921,0.638,1,3,3,3,5,8,0.596,0.884,1,2,2,2,3,6,0.796,0.972
5W3KA_7KE2A,7KE2A,16,327,313,0.991,0.984,0.975,2.332,1.034,0.657,1,2,3,4,5,8,0.724,0.621,1,0.998,0.997,1.911,1.663,0.264,1,1,1,2,3,6,0.885,0.384,1,3,4,5,7,10,0.572,0.922,1,2,3,4,5,8,0.667,0.942
6SGAFM_7PUAFM,7PUAFM,6,327,327,0.976,0.98,0.971,2.291,1.578,0.852,1,1,1,2,2,3,0.879,0.642,0.976,0.98,0.971,2.202,1.499,0.833,1,1,1,1,2,3,0.913,0.651,1,2,2,2,3,4,0.765,0.957,1,2,2,2,3,4,0.785,0.959
1VCLA_1VCLA,1VCLA,13,432,432,0.998,0.999,0.999,31.58,17.142,15.467,1,1,1,1,1,1,0.999,0.421,0.998,0.999,0.999,31.49,18.538,15.225,1,1,1,1,1,1,1,0.42,1,1,1,1,1,2,0.983,0.998,1,1,1,1,1,2,0.985,0.998
2DHRA_2DHRD,2DHRD,12,458,445,0.974,0.98,0.97,4.95,2.96,2.055,1,1,1,1,1,4,0.959,0.576,1,1,1,4.95,2.984,2.071,1,1,1,1,1,3,0.972,0.591,1,2,2,3,4,7,0.776,0.952,1,1,2,2,3,6,0.817,0.979
3J1OK_3J1OK,3J1OK,12,121,88,0.702,0.746,0.619,7.598,3.906,1.801,2,3,3,4,5,6,0.463,0.429,0.966,0.972,0.958,7.598,6.922,0.442,1,1,1,2,3,5,0.859,0.348,2,4,4,5,6,8,0.389,0.638,1,3,3,4,5,7,0.578,0.937
3KIFA_3KIFA,3KIFA,6,96,93,0.927,0.933,0.888,17.64,6.017,8.138,1,1,1,1,1,1,0.999,0.623,0.957,0.938,0.908,17.53,3.709,6.911,1,1,1,1,1,1,0.999,0.626,1,1,1,1,2,4,0.914,0.888,1,1,1,1,2,4,0.91,0.889
7N6G1D_7N6G1F,7N6G1F,6,567,516,0.79,0.915,0.823,9.84,5.888,3.875,1,1,1,1,2,2,0.938,0.217,0.868,0.878,0.817,9.84,8.053,3.111,1,1,1,1,1,2,0.976,0.249,1,2,2,2,3,5,0.656,0.754,1,2,2,2,3,4,0.773,0.852
5CNWA_5XWHA,5XWHA,6,245,228,0.902,0.922,0.884,2.844,0.899,0.887,1,1,2,2,2,3,0.835,0.129,0.969,0.975,0.963,2.822,0.88,0.979,1,1,1,2,2,2,0.872,0.079,1,2,2,2,3,5,0.766,0.954,1,2,2,2,3,5,0.654,0.949
6MJ8A_6MJEA,6MJEA,9,120,110,0.825,0.903,0.823,4.391,1.506,1.482,1,1,1,2,3,4,0.871,0.32,0.9,0.925,0.887,4.375,1.117,1.278,1,1,1,2,3,4,0.851,0.338,1,2,2,3,4,6,0.642,0.848,1,2,2,3,4,6,0.635,0.875
4OW8A_4X3FA,4X3FA,8,290,277,0.897,0.94,0.892,2.667,1.552,0.858,1,1,1,2,3,6,0.852,0.536,0.939,0.948,0.921,2.667,1.904,0.887,1,1,1,1,2,4,0.933,0.558,1,2,2,3,4,6,0.762,0.917,1,1,2,2,3,6,0.845,0.937
7AGPA_7AGRA,7AGRA,12,432,428,0.988,0.989,0.983,5.822,3.082,2.403,1,1,1,1,1,4,0.953,0.053,0.998,0.996,0.995,5.822,3.347,2.531,1,1,1,1,1,3,0.976,0.059,1,2,3,4,6,10,0.753,0.963,1,1,2,2,4,9,0.809,0.981
4RQWA_4RQWB,4RQWB,11,200,159,0.815,0.872,0.779,7.389,3.255,2.728,1,1,1,2,3,5,0.856,0.185,0.981,0.982,0.973,7.389,6.492,1.945,1,1,1,1,2,3,0.934,0.207,1,2,3,4,5,8,0.691,0.884,1,1,2,2,4,6,0.847,0.974
2F1TA_2F1TA,2F1TA,9,193,183,0.943,0.948,0.919,4.997,1.403,1.896,1,1,1,1,1,3,0.973,0.569,0.995,0.994,0.991,4.956,1.031,1.485,1,1,1,1,2,3,0.94,0.562,1,1,2,2,3,5,0.848,0.975,1,2,2,2,3,5,0.798,0.968
6YG8A_7LBYB,7LBYB,12,706,663,0.864,0.935,0.87,4.053,1.804,1.17,1,2,3,4,5,9,0.762,0.136,0.92,0.914,0.871,4.053,3.314,1.043,1,1,1,1,1,5,0.95,0.131,2,5,5,7,8,11,0.39,0.845,1,3,4,5,7,10,0.64,0.95
7ST9A_7ST9A,7ST9A,9,531,522,0.806,0.842,0.754,13.54,3.808,5.169,1,1,1,1,2,3,0.945,0.711,0.82,0.842,0.763,13.54,2.797,4.281,1,1,1,1,2,3,0.936,0.722,1,1,1,2,3,6,0.861,0.83,1,1,1,2,3,6,0.857,0.833
1B3OA_1B3OB,1B3OB,155,524,410,0.716,0.747,0.616,8.604,1.975,1.373,1,3,5,7,13,28,0.592,0.656,0.839,0.842,0.763,8.604,6.357,2.311,1,1,1,1,3,10,0.902,0.391,2,6,8,12,20,43,0.429,0.777,1,2,3,5,9,30,0.679,0.957
1VVJRH_6GZXG2,6GZXG2,370,179,170,0.933,0.938,0.898,3.786,1.293,0.636,4,18,26,41,72,155,0.29,0.438,0.982,0.96,0.94,3.755,2.773,0.181,1,1,1,2,8,52,0.867,0.629,7,28,39,57,91,173,0.171,0.809,1,6,10,17,37,102,0.644,0.952
1AOIB_6LABP,6LABP,1088,102,86,0.765,0.776,0.664,7.833,1.33,1.127,3,12,18,27,48,104,0.355,0.164,0.907,0.92,0.879,7.455,2.767,0.692,1,1,2,3,10,47,0.811,0.208,4,18,26,39,64,126,0.239,0.649,1,5,8,15,33,88,0.544,0.865
3N93A_3N93B,3N93B,8,474,464,0.975,0.981,0.971,9.903,5.391,4.735,1,1,1,1,1,1,0.991,0.621,0.994,0.995,0.992,9.844,4.4,4.695,1,1,1,1,1,1,0.997,0.623,1,1,1,1,1,4,0.963,0.98,1,1,1,1,1,4,0.968,0.995
2XU9A_6W9XA,6W9XA,24,440,440,0.998,0.998,0.997,2.332,0.946,0.7,1,1,2,2,3,10,0.847,0.036,0.998,0.998,0.997,2.019,1.276,0.538,1,1,1,1,2,5,0.928,0.034,1,2,3,4,7,17,0.527,0.954,1,2,2,3,5,14,0.613,0.962
3K0LA_5BMZD,5BMZD,14,145,139,0.903,0.941,0.908,2.213,1.17,0.77,1,2,3,4,6,9,0.749,0.282,0.942,0.969,0.953,2.103,1.772,0.415,1,1,1,2,4,8,0.852,0.319,2,4,4,5,7,10,0.494,0.891,1,2,3,3,5,8,0.673,0.944
2P3NA_2P3ND,2P3ND,8,256,256,0.992,0.994,0.991,3.366,1.622,1.245,1,1,2,2,3,4,0.801,0.103,0.992,0.994,0.991,3.241,1.147,1.201,1,1,2,2,3,4,0.835,0.109,1,3,3,3,4,6,0.557,0.928,1,3,3,4,4,6,0.581,0.942
2Z64A_3VQ1A,3VQ1A,12,604,599,0.969,0.934,0.897,2.451,1.248,0.513,1,2,3,4,5,9,0.535,0.111,0.977,0.932,0.898,2.451,1.499,0.58,1,1,2,2,3,7,0.82,0.147,2,4,5,6,7,10,0.387,0.89,2,3,4,5,7,9,0.464,0.907
1K23A_1WPMB,1WPMB,10,308,308,0.994,0.946,0.919,10.25,4.748,4.155,1,1,1,1,2,2,0.939,0.638,0.994,0.946,0.919,10.19,3.934,4.2,1,1,1,1,2,2,0.94,0.642,1,1,2,2,3,4,0.839,0.979,1,1,2,2,3,4,0.845,0.98
5QGGA_5QH1A,5QH1A,32,221,186,0.842,0.841,0.761,2.527,0.667,0.833,1,1,1,1,2,8,0.923,0.057,1,0.998,0.997,2.516,0.538,0.654,1,1,2,2,2,7,0.85,0.084,1,4,5,8,13,23,0.515,0.768,1,3,3,5,10,21,0.57,0.953
2YDOA_5G53A,5G53A,17,324,283,0.849,0.872,0.794,2.998,1.728,0.814,1,2,3,4,6,12,0.658,0.269,0.972,0.948,0.922,2.986,2.359,0.81,1,1,1,2,2,7,0.889,0.166,1,4,5,7,9,13,0.512,0.797,1,3,4,5,7,12,0.651,0.932
4JZJC_5UV8G,5UV8G,7,272,266,0.945,0.938,0.904,5.725,2.228,1.625,1,1,2,2,3,5,0.82,0.619,0.955,0.945,0.917,4.771,1.672,1.418,1,1,2,2,3,5,0.809,0.599,1,2,2,3,4,6,0.645,0.888,1,2,3,3,4,5,0.622,0.885
3JPWA_3JPYA,3JPYA,33,364,358,0.995,0.972,0.956,3.14,0.991,0.787,2,4,5,6,10,20,0.479,0.553,0.997,0.974,0.962,3.118,1.977,0.412,1,1,2,2,4,11,0.821,0.137,2,5,6,9,13,22,0.495,0.846,2,3,3,5,9,19,0.455,0.874
5FWKA_7KW7B,7KW7B,40,653,628,0.957,0.949,0.913,6.679,1.822,1.538,1,2,3,5,10,22,0.658,0.12,0.99,0.958,0.937,6.679,6.25,0.724,1,1,1,1,1,5,0.968,0.134,2,5,7,11,17,28,0.345,0.848,1,2,2,4,8,21,0.72,0.959
6S6BH_6SHBH,6SHBH,7,312,312,1,0.993,0.989,3.566,2.031,1.303,1,1,1,1,2,5,0.913,0.06,1,0.993,0.989,3.457,2.143,1.31,1,1,1,1,2,4,0.931,0.063,2,4,4,5,6,6,0.468,0.893,1,3,4,5,5,6,0.534,0.924
1MVHA_6Z2AA,6Z2AA,8,292,283,0.856,0.923,0.868,3.618,1.539,0.963,1,2,2,3,4,6,0.761,0.102,0.883,0.92,0.88,3.618,1.626,1.268,1,1,2,2,3,5,0.847,0.106,1,3,3,4,5,7,0.562,0.844,1,3,3,4,5,7,0.565,0.868
6YRLA_6YRNB,6YRNB,12,112,101,0.875,0.912,0.863,4.15,1.779,0.671,1,2,3,3,5,8,0.526,0.74,0.97,0.964,0.946,4.15,2.375,0.723,1,1,1,2,3,6,0.867,0.788,2,3,3,4,6,9,0.475,0.819,1,2,2,3,4,7,0.706,0.941
4WRTA_6QCWA,6QCWA,24,725,717,0.968,0.981,0.97,12.37,4.753,5.427,1,1,1,1,1,2,0.987,0.217,0.979,0.988,0.981,12.17,3.5,4.548,1,1,1,1,1,2,0.97,0.219,1,3,4,5,9,15,0.683,0.916,1,3,3,4,8,14,0.642,0.918
4WZ7K_6GCSK,6GCSK,14,184,169,0.891,0.848,0.766,3.71,2.193,1.173,2,3,4,4,5,8,0.419,0.155,0.97,0.898,0.846,3.71,3.593,0.093,1,1,2,2,3,5,0.815,0.166,2,5,6,7,8,11,0.343,0.778,1,3,3,5,6,10,0.574,0.88
3J7OY_6ZVKo2,6ZVKo2,120,134,134,1,0.983,0.975,2.377,0.641,0.347,4,18,24,32,48,81,0.277,0.503,1,0.983,0.975,2.371,2.114,0.174,1,1,1,1,2,24,0.936,0.496,6,23,29,38,54,86,0.187,0.868,1,4,8,13,26,58,0.718,0.96
1KP9A_1KPGA,1KPGA,10,285,285,0.947,0.978,0.967,3.355,1.526,1.243,1,1,1,2,3,6,0.889,0.274,0.947,0.978,0.967,3.317,1.117,1.14,1,1,1,2,3,6,0.882,0.279,1,2,3,4,5,8,0.702,0.919,1,2,3,4,5,8,0.694,0.92
4YMKA_4ZYOA,4ZYOA,5,322,298,0.925,0.908,0.863,3.898,1.737,1.746,1,1,1,1,1,2,0.988,0.055,1,0.95,0.926,3.898,3.874,0.022,1,1,1,1,1,1,0.998,0.059,1,1,2,2,3,3,0.816,0.915,1,1,1,1,2,3,0.926,0.993
4FXGC_5JTWC,5JTWC,12,290,281,0.969,0.967,0.95,9.069,5.277,3.664,1,1,1,1,1,4,0.966,0.267,1,0.991,0.987,9.069,5.475,3.756,1,1,1,1,1,2,0.979,0.301,1,2,3,3,5,8,0.772,0.945,1,1,2,2,4,6,0.801,0.971
6HIVBQ_6HIXBQ,6HIXBQ,5,218,216,0.849,0.935,0.902,11.32,4.899,5.235,1,1,1,1,1,2,0.954,0.445,0.856,0.943,0.914,11.32,6.005,5.315,1,1,1,1,1,1,0.994,0.42,1,1,1,1,2,3,0.918,0.971,1,1,1,1,2,3,0.937,0.985
1JXEA_5KTQA,5KTQA,76,543,534,0.993,0.98,0.969,3.588,1.34,0.875,1,4,5,7,14,35,0.648,0.144,0.993,0.979,0.969,3.534,2.803,0.655,1,1,1,1,2,11,0.901,0.194,2,7,11,16,27,53,0.378,0.904,1,3,4,6,14,39,0.7,0.961
1BI2B_1DPRB,1DPRB,15,140,134,0.843,0.872,0.804,2.271,1.144,0.556,1,3,3,4,6,10,0.604,0.094,0.881,0.901,0.852,2.143,1.597,0.381,1,1,2,2,4,7,0.845,0.128,2,5,6,7,9,12,0.423,0.799,1,3,4,5,7,11,0.591,0.858
1BORA_1BORA,1BORA,6,56,56,0.839,0.838,0.757,9.148,4.174,3.367,1,2,2,2,2,3,0.656,0.529,0.839,0.838,0.757,9.148,7.945,0.664,1,1,1,2,2,3,0.895,0.507,1,2,2,2,3,4,0.587,0.877,1,2,2,2,2,3,0.755,0.841
2JRCA_2JRCA,2JRCA,16,191,191,0.953,0.877,0.816,3.321,1.518,0.822,2,4,5,6,7,11,0.332,0.614,0.953,0.877,0.816,3.321,2.891,0.168,1,1,1,3,4,8,0.859,0.615,2,4,5,6,7,11,0.313,0.851,1,3,3,4,5,10,0.672,0.931
2DMLA_4EF0A,4EF0A,7,132,115,0.871,0.86,0.782,2.254,0.893,0.764,1,1,1,2,2,5,0.898,0.101,1,0.962,0.943,2.194,0.739,0.654,1,1,1,2,2,4,0.859,0.113,1,3,3,4,5,6,0.605,0.917,1,2,3,4,4,6,0.556,0.896
1JX4A_2RDIA,2RDIA,180,356,336,0.958,0.964,0.94,16.21,1.528,2.363,1,2,3,5,9,36,0.6,0.551,0.997,0.992,0.988,14.61,11.57,0.344,1,1,1,1,1,2,0.981,0.39,2,4,5,8,18,63,0.45,0.897,1,1,1,2,2,13,0.851,0.98
7NYHH_7NYUH,7NYUH,24,323,270,0.907,0.909,0.863,2.275,0.99,0.534,1,3,4,6,9,17,0.551,0.392,0.956,0.972,0.958,2.206,1.588,0.435,1,1,1,2,4,10,0.86,0.501,2,6,8,10,14,20,0.391,0.763,1,3,4,6,10,17,0.697,0.944
7UTIX_7UTLX,7UTLX,5,77,63,0.792,0.808,0.699,3.59,2.415,1.234,1,1,1,2,2,3,0.892,0.588,0.968,0.94,0.91,3.588,2.25,1.401,1,1,1,1,2,2,0.926,0.73,1,2,2,2,3,4,0.676,0.76,1,2,2,2,2,4,0.753,0.939
2I7TA_6V4XH,6V4XH,5,501,499,0.806,0.855,0.78,2.663,1.594,0.768,1,2,2,2,3,4,0.756,0.639,0.81,0.854,0.781,2.663,2.505,0.1,1,1,1,1,2,3,0.926,0.628,1,2,2,3,3,4,0.649,0.923,1,2,2,2,3,4,0.796,0.947
4J7CA_4J91C,4J91C,68,217,215,0.991,0.987,0.981,3.387,1.021,0.503,1,3,4,6,10,19,0.553,0.755,1,0.992,0.989,3.003,2.011,0.235,1,1,1,2,2,9,0.868,0.762,2,4,6,8,11,21,0.418,0.925,1,2,3,4,6,14,0.691,0.972
4CRWA_4CT4C,4CT4C,14,249,242,0.896,0.916,0.866,3.39,1.358,0.879,1,4,4,5,6,10,0.547,0.144,0.905,0.908,0.862,3.323,2.272,0.69,1,1,2,2,4,7,0.818,0.099,2,5,6,7,9,11,0.339,0.792,1,3,4,5,7,11,0.547,0.869
1AROP_3E3JC,3E3JC,43,883,831,0.9,0.922,0.871,18.23,6.062,6.746,1,1,1,2,4,14,0.863,0.294,0.907,0.917,0.875,15.68,12.95,4.006,1,1,1,1,4,11,0.901,0.269,1,3,4,5,10,25,0.613,0.888,1,2,2,3,5,19,0.748,0.931
3J7Yd_4CE4i,4CE4i,11,184,161,0.88,0.951,0.859,5.177,1.587,1.69,1,1,1,2,4,8,0.871,0.321,0.863,0.845,0.768,5.177,5.141,0.02,1,1,1,1,1,2,0.989,0.374,1,4,4,6,7,9,0.562,0.805,1,1,1,2,4,8,0.863,0.982
1HIOB_6M2MJ,6M2MJ,147,111,89,0.802,0.737,0.596,13.69,1.86,3.294,1,1,1,1,4,25,0.906,0.545,0.989,0.888,0.832,13.69,12.911,2.25,1,1,1,1,1,1,0.992,0.638,1,3,6,10,20,49,0.705,0.842,1,1,1,1,3,14,0.928,0.989
4AM6A_8A5OU,8A5OU,8,690,626,0.89,0.898,0.846,2.972,1.851,0.834,1,2,3,3,4,6,0.707,0.119,0.981,0.989,0.984,2.961,2.436,0.73,1,1,1,2,3,5,0.859,0.116,2,3,4,5,6,7,0.395,0.9,1,3,3,4,5,7,0.547,0.929
8ESQi_8ETHi,8ETHi,11,98,98,0.847,0.916,0.873,7.361,2.563,2.894,1,1,1,1,2,4,0.921,0.485,0.847,0.916,0.873,7.308,3.085,3.231,1,1,1,1,1,3,0.97,0.436,1,1,2,3,5,8,0.839,0.936,1,1,1,2,4,7,0.856,0.946
1A3LH_1A3LH,1A3LH,7,223,218,0.951,0.892,0.826,4.381,2.709,1.659,1,1,1,1,2,4,0.941,0.724,0.972,0.891,0.837,4.027,2.818,1.529,1,1,1,1,1,4,0.957,0.723,1,1,2,3,4,5,0.807,0.965,1,1,2,3,4,5,0.826,0.963
4BJUA_4BJUB,4BJUB,5,548,542,0.914,0.957,0.935,2.331,1.321,0.73,1,1,2,2,3,4,0.826,0.496,0.924,0.967,0.951,2.331,1.098,0.72,1,1,2,2,3,4,0.825,0.447,1,2,2,3,4,4,0.648,0.958,1,2,3,3,3,4,0.592,0.953
